0.000000,0.345852,0.345420,0.353623,0.355978,0.891891
1.000000,0.346689,0.344529,0.353514,0.355334,0.891938
2.000000,0.347265,0.344981,0.353150,0.354941,0.891985
3.000000,0.348348,0.345441,0.352112,0.354715,0.892032
4.000000,0.352283,0.349020,0.352067,0.354872,0.892080
5.000000,0.356589,0.351220,0.352177,0.355096,0.892127
6.000000,0.360565,0.353627,0.352965,0.355658,0.892174
7.000000,0.364816,0.356040,0.353555,0.356070,0.892221
8.000000,0.369793,0.359070,0.354282,0.356545,0.892268
9.000000,0.370355,0.361319,0.354515,0.356769,0.892316
10.000000,0.378856,0.367722,0.356571,0.358323,0.892363
11.000000,0.386041,0.373303,0.358916,0.360110,0.892410
12.000000,0.391197,0.378006,0.361494,0.361436,0.892457
13.000000,0.392623,0.381208,0.363324,0.361810,0.892505
14.000000,0.393939,0.382147,0.365583,0.362094,0.892552
15.000000,0.388948,0.383902,0.367561,0.362752,0.892599
16.000000,0.385136,0.385589,0.369608,0.363840,0.892646
17.000000,0.382394,0.386796,0.371418,0.364635,0.892694
18.000000,0.382583,0.387603,0.373337,0.365389,0.892741
19.000000,0.384476,0.389207,0.375263,0.366079,0.892788
20.000000,0.385161,0.387055,0.377389,0.366732,0.892835
21.000000,0.384311,0.384724,0.379013,0.367519,0.892882
22.000000,0.383049,0.382722,0.380364,0.368570,0.892930
23.000000,0.382339,0.382461,0.381835,0.369703,0.892977
24.000000,0.380337,0.382406,0.382277,0.371191,0.893024
25.000000,0.378418,0.381789,0.382846,0.372304,0.893071
26.000000,0.377101,0.380706,0.383148,0.373307,0.893119
27.000000,0.377184,0.380117,0.383456,0.374317,0.893166
28.000000,0.379048,0.380694,0.384148,0.375789,0.893213
29.000000,0.381846,0.381091,0.385149,0.377206,0.893260
30.000000,0.383656,0.381037,0.384046,0.378605,0.893308
31.000000,0.382729,0.379915,0.382319,0.379314,0.893355
32.000000,0.381741,0.379462,0.381092,0.380064,0.893402
33.000000,0.377792,0.378420,0.380441,0.380697,0.893449
34.000000,0.374447,0.378146,0.380276,0.380900,0.893496
35.000000,0.371732,0.377694,0.379742,0.381128,0.893544
36.000000,0.373811,0.378270,0.379488,0.381522,0.893591
37.000000,0.375648,0.378695,0.379406,0.381869,0.893638
38.000000,0.377828,0.377810,0.379252,0.382036,0.893685
39.000000,0.377502,0.375974,0.378533,0.382091,0.893733
